ID,Üniversite,Bölüm,En Küçük Puan
5409,CANAKKALE ONSEKIZ MART UNIVERSITESI,Zootekni,250.68735
5410,CANKIRI KARATEKIN UNIVERSITESI,Sosyal Hizmet,250.62531
5411,KAFKAS UNIVERSITESI,Turk Dili ve Edebiyati,250.56794
5412,SELCUK UNIVERSITESI,Sanat Tarihi,250.55203
5413,FIRAT UNIVERSITESI,Gorsel Iletisim Tasarimi,250.53932
5414,USAK UNIVERSITESI,Is Sagligi ve Guvenligi,250.49941
5415,BURDUR MEHMET AKIF ERSOY UNIVERSITESI,Isletme,250.47524
5416,KAYSERI UNIVERSITESI,Tarih,250.46125
5417,KIRSEHIR AHI EVRAN UNIVERSITESI,Tarla Bitkileri,250.42401
5418,GIRESUN UNIVERSITESI,Isletme,250.36347
5419,ARKIN YARATICI SANATLAR VE TASARIM UNIVERSITESI,Endustriyel Tasarim,250.3286
5420,TRAKYA UNIVERSITESI,Bulgarca Mutercim ve Tercumanlik,250.31467
5421,TOKAT GAZIOSMANPASA UNIVERSITESI,Tarla Bitkileri,250.30095
5422,FIRAT UNIVERSITESI,Halkla Iliskiler ve Tanitim,250.29003
5423,ERZINCAN BINALI YILDIRIM UNIVERSITESI,Saglik Yonetimi,250.03572
5424,DICLE UNIVERSITESI,Tip,250.0
5425,HOCA AHMET YESEVI ULUSLARARASI TURK-KAZAK UNIVERSITESI*,Uluslararasi Iliskiler,250.0
5426,HOCA AHMET YESEVI ULUSLARARASI TURK-KAZAK UNIVERSITESI*,Turizm Isletmeciligi,250.0
5427,HOCA AHMET YESEVI ULUSLARARASI TURK-KAZAK UNIVERSITESI*,Turk Dili ve Edebiyati,250.0
5428,HOCA AHMET YESEVI ULUSLARARASI TURK-KAZAK UNIVERSITESI*,Gazetecilik,250.0
5429,HOCA AHMET YESEVI ULUSLARARASI TURK-KAZAK UNIVERSITESI*,Cagdas Turk Lehceleri ve Edebiyatlari,250.0
5430,SELCUK UNIVERSITESI,Hukuk,250.0
5431,HOCA AHMET YESEVI ULUSLARARASI TURK-KAZAK UNIVERSITESI*,Ingiliz Dili ve Edebiyati,250.0
5432,PAMUKKALE UNIVERSITESI,Tip,250.0
5433,ANKARA YILDIRIM BEYAZIT UNIVERSITESI,Hukuk,250.0
5434,SINOP UNIVERSITESI,Is Sagligi ve Guvenligi,249.93467
5435,KUTAHYA DUMLUPINAR UNIVERSITESI,Uluslararasi Ticaret ve Finansman,249.92949
5436,INONU UNIVERSITESI,Sosyoloji,249.8616
5437,NECMETTIN ERBAKAN UNIVERSITESI,Iktisat,249.81273
5438,ISPARTA UYGULAMALI BILIMLER UNIVERSITESI,Tarimsal Yapilar ve Sulama,249.77933
5439,AFYON KOCATEPE UNIVERSITESI,Sosyal Hizmet,249.70342
5440,CANAKKALE ONSEKIZ MART UNIVERSITESI,Tarimsal Yapilar ve Sulama,249.69378
5441,NIGDE OMER HALISDEMIR UNIVERSITESI,Isletme,249.66863
5442,TOKAT GAZIOSMANPASA UNIVERSITESI,Saglik Yonetimi,249.62183
5443,LEFKE AVRUPA UNIVERSITESI,Uluslararasi Iliskiler,249.60582
5444,KARABUK UNIVERSITESI,Halkla Iliskiler ve Tanitim,249.59606
5445,NECMETTIN ERBAKAN UNIVERSITESI,Lojistik Yonetimi,249.59194
5446,HATAY MUSTAFA KEMAL UNIVERSITESI,Isletme,249.57037
5447,BAYBURT UNIVERSITESI,Turk Dili ve Edebiyati,249.52207
5448,MUGLA SITKI KOCMAN UNIVERSITESI,Yiyecek ve Icecek Isletmeciligi,249.51101
5449,ATATURK UNIVERSITESI,Halkla Iliskiler ve Tanitim,249.43853
5450,RECEP TAYYIP ERDOGAN UNIVERSITESI,Tarla Bitkileri,249.3776
5451,ARTVIN CORUH UNIVERSITESI,Acil Yardim ve Afet Yonetimi,249.33922
5452,SIRNAK UNIVERSITESI,Sosyal Hizmet,249.29542
5453,ZONGULDAK BULENT ECEVIT UNIVERSITESI,Ilahiyat,249.28374
5454,HITIT UNIVERSITESI,Tarih,249.15749
5455,KARABUK UNIVERSITESI,Spor Yoneticiligi,249.15464
5456,OSMANIYE KORKUT ATA UNIVERSITESI,Gerontoloji,249.14445
5457,KAYSERI UNIVERSITESI,Insan Kaynaklari Yonetimi,249.13191
5458,KIRSEHIR AHI EVRAN UNIVERSITESI,Biyosistem Muhendisligi,249.1015
5459,ISPARTA UYGULAMALI BILIMLER UNIVERSITESI,Zootekni,249.04446
5460,HOCA AHMET YESEVI ULUSLARARASI TURK-KAZAK UNIVERSITESI*,Yonetim Bilisim Sistemleri,249.0
5461,SIVAS CUMHURIYET UNIVERSITESI,"Radyo, Televizyon ve Sinema",248.8542
5462,MUNZUR UNIVERSITESI,Sosyal Hizmet,248.84101
5463,AFYON KOCATEPE UNIVERSITESI,Maliye,248.82644
5464,VAN YUZUNCU YIL UNIVERSITESI,Sosyoloji,248.81572
5465,USAK UNIVERSITESI,Islami Ilimler,248.79749
5466,OSMANIYE KORKUT ATA UNIVERSITESI,Fizik,248.79573
5467,FIRAT UNIVERSITESI,Isletme,248.77574
5468,TRAKYA UNIVERSITESI,Calisma Ekonomisi ve Endustri Iliskileri,248.75961
5469,SIIRT UNIVERSITESI,Tarla Bitkileri,248.64087
5470,HARRAN UNIVERSITESI,Kamu Yonetimi,248.56525
5471,MUS ALPARSLAN UNIVERSITESI,Turk Dili ve Edebiyati,248.55362
5472,VAN YUZUNCU YIL UNIVERSITESI,Biyosistem Muhendisligi,248.45475
5473,BATMAN UNIVERSITESI,Sinema ve Televizyon,248.39299
5474,MARDIN ARTUKLU UNIVERSITESI,Sosyoloji,248.36383
5475,DOGU AKDENIZ UNIVERSITESI,Halkla Iliskiler ve Reklamcilik,248.3286
5476,MARDIN ARTUKLU UNIVERSITESI,Sanat Tarihi,248.32225
5477,IZMIR KATIP CELEBI UNIVERSITESI,Turk Islam Arkeolojisi,248.25827
5478,LEFKE AVRUPA UNIVERSITESI,"Radyo, Televizyon ve Sinema",248.25123
5479,VAN YUZUNCU YIL UNIVERSITESI,Rekreasyon Yonetimi,248.21621
5480,AYDIN ADNAN MENDERES UNIVERSITESI,Calisma Ekonomisi ve Endustri Iliskileri,248.21464
5481,HATAY MUSTAFA KEMAL UNIVERSITESI,Biyosistem Muhendisligi,248.16802
5482,ARDAHAN UNIVERSITESI,Cografya,248.16641
5483,KIRIKKALE UNIVERSITESI,Bilgi ve Belge Yonetimi,248.12637
5484,CANKIRI KARATEKIN UNIVERSITESI,Peyzaj Mimarligi,248.12538
5485,BINGOL UNIVERSITESI,Sosyal Hizmet,248.12502
5486,MERSIN UNIVERSITESI,Su Urunleri Muhendisligi,248.05764
5487,TEKIRDAG NAMIK KEMAL UNIVERSITESI,Zootekni,247.99132
5488,HATAY MUSTAFA KEMAL UNIVERSITESI,Antropoloji,247.97339
5489,BOLU ABANT IZZET BAYSAL UNIVERSITESI,Finans ve Bankacilik,247.96598
5490,USAK UNIVERSITESI,Uluslararasi Ticaret ve Finansman,247.85308
5491,BOLU ABANT IZZET BAYSAL UNIVERSITESI,Tohum Bilimi ve Teknolojisi,247.74042
5492,KARABUK UNIVERSITESI,Aktuerya Bilimleri,247.69159
5493,KAHRAMANMARAS SUTCU IMAM UNIVERSITESI,Biyosistem Muhendisligi,247.68015
5494,BAYBURT UNIVERSITESI,Gumruk Isletme,247.59674
5495,ISPARTA UYGULAMALI BILIMLER UNIVERSITESI,Bankacilik ve Sigortacilik,247.59061
5496,KILIS 7 ARALIK UNIVERSITESI,Bahce Bitkileri,247.54868
5497,NEVSEHIR HACI BEKTAS VELI UNIVERSITESI,Turizm Isletmeciligi,247.53977
5498,DUZCE UNIVERSITESI,Sosyoloji,247.5078
5499,KIRSEHIR AHI EVRAN UNIVERSITESI,Bahce Bitkileri,247.43323
5500,ATATURK UNIVERSITESI,Tarla Bitkileri,247.4232
5501,GUMUSHANE UNIVERSITESI,Acil Yardim ve Afet Yonetimi,247.33576
5502,BATMAN UNIVERSITESI,Isletme,247.31478
5503,RECEP TAYYIP ERDOGAN UNIVERSITESI,Bahce Bitkileri,247.29487
5504,RECEP TAYYIP ERDOGAN UNIVERSITESI,Isletme,247.28858
5505,USAK UNIVERSITESI,Gazetecilik,247.27361
5506,SIVAS CUMHURIYET UNIVERSITESI,Iktisat,247.24279
5507,KAHRAMANMARAS SUTCU IMAM UNIVERSITESI,Tarla Bitkileri,247.23613
5508,NIGDE OMER HALISDEMIR UNIVERSITESI,Peyzaj Mimarligi,247.16993
5509,SULEYMAN DEMIREL UNIVERSITESI,Calisma Ekonomisi ve Endustri Iliskileri,247.1613
5510,NECMETTIN ERBAKAN UNIVERSITESI,Rekreasyon Yonetimi,247.03937
5511,KIRIKKALE UNIVERSITESI,Iktisat,247.00068
5512,NECMETTIN ERBAKAN UNIVERSITESI,Sehir ve Bolge Planlama,246.97404
5513,FIRAT UNIVERSITESI,Gazetecilik,246.92434
5514,CANAKKALE ONSEKIZ MART UNIVERSITESI,Ekonometri,246.88226
5515,KILIS 7 ARALIK UNIVERSITESI,Tarih,246.87061
5516,MUNZUR UNIVERSITESI,Acil Yardim ve Afet Yonetimi,246.82109
5517,AYDIN ADNAN MENDERES UNIVERSITESI,Seyahat Isletmeciligi,246.79167
5518,AFYON KOCATEPE UNIVERSITESI,Uluslararasi Ticaret ve Finansman,246.76736
5519,USAK UNIVERSITESI,Zootekni,246.70708
5520,LEFKE AVRUPA UNIVERSITESI,Isletme,246.69007
5521,KIRKLARELI UNIVERSITESI,Sehir ve Bolge Planlama,246.6692
5522,INONU UNIVERSITESI,Gazetecilik,246.61739
5523,KARABUK UNIVERSITESI,Isletme,246.6081
5524,SULEYMAN DEMIREL UNIVERSITESI,Sanat Tarihi,246.57278
5525,BINGOL UNIVERSITESI,Kurt Dili ve Edebiyati,246.52084
5526,NIGDE OMER HALISDEMIR UNIVERSITESI,Halkla Iliskiler ve Reklamcilik,246.47371
5527,GIRESUN UNIVERSITESI,Siyaset Bilimi ve Kamu Yonetimi,246.46426
5528,ATATURK UNIVERSITESI,Acil Yardim ve Afet Yonetimi,246.4021
5529,GUMUSHANE UNIVERSITESI,Sosyal Hizmet,246.37328
5530,ATATURK UNIVERSITESI,Sosyal Hizmet,246.37187
5531,AKSARAY UNIVERSITESI,Uluslararasi Iliskiler,246.37175
5532,ZONGULDAK BULENT ECEVIT UNIVERSITESI,Isletme,246.32929
5533,HARRAN UNIVERSITESI,Iktisat,246.24564
5534,ARTVIN CORUH UNIVERSITESI,Peyzaj Mimarligi,246.17914
5535,MANISA CELÂL BAYAR UNIVERSITESI,Arkeoloji,246.17608
5536,AYDIN ADNAN MENDERES UNIVERSITESI,Arkeoloji,246.15903
5537,DUZCE UNIVERSITESI,Tarimsal Biyoteknoloji,246.15261
5538,IGDIR UNIVERSITESI,Bitki Koruma,246.10815
5539,ARTVIN CORUH UNIVERSITESI,Tarih,246.09014
5540,AYDIN ADNAN MENDERES UNIVERSITESI,Felsefe,246.0365
5541,YAKIN DOGU UNIVERSITESI,Uluslararasi Isletme Yonetimi,246.00513
5542,ISKENDERUN TEKNIK UNIVERSITESI,Uluslararasi Ticaret ve Isletmecilik,245.99934
5543,KAHRAMANMARAS SUTCU IMAM UNIVERSITESI,Bahce Bitkileri,245.9501
5544,GIRNE AMERIKAN UNIVERSITESI,Uluslararasi Iliskiler,245.94945
5545,DUZCE UNIVERSITESI,Sigortacilik ve Sosyal Guvenlik,245.94695
5546,HARRAN UNIVERSITESI,Tarimsal Yapilar ve Sulama,245.9141
5547,TRAKYA UNIVERSITESI,Bankacilik ve Sigortacilik,245.90429
5548,KARABUK UNIVERSITESI,Siyaset Bilimi ve Kamu Yonetimi,245.87379
5549,KUTAHYA DUMLUPINAR UNIVERSITESI,Sosyoloji,245.83738
5550,SIVAS CUMHURIYET UNIVERSITESI,Uluslararasi Ticaret ve Lojistik,245.78941
5551,MANISA CELÂL BAYAR UNIVERSITESI,Ekonometri,245.7512
5552,GAZIANTEP UNIVERSITESI,Kamu Yonetimi,245.73367
5553,MANISA CELÂL BAYAR UNIVERSITESI,Felsefe,245.631
5554,TOKAT GAZIOSMANPASA UNIVERSITESI,Isletme,245.56975
5555,HATAY MUSTAFA KEMAL UNIVERSITESI,Tarla Bitkileri,245.55475
5556,SINOP UNIVERSITESI,Su Urunleri Muhendisligi,245.51971
5557,ULUSLARARASI BALKAN UNIVERSITESI,Grafik Tasarimi,245.51651
5558,KIRKLARELI UNIVERSITESI,Uluslararasi Iliskiler,245.49318
5559,PAMUKKALE UNIVERSITESI,Felsefe,245.25739
5560,YOZGAT BOZOK UNIVERSITESI,Ilahiyat,245.23627
5561,AYDIN ADNAN MENDERES UNIVERSITESI,Yiyecek ve Icecek Isletmeciligi,245.22961
5562,AKSARAY UNIVERSITESI,Isletme,245.18992
5563,HATAY MUSTAFA KEMAL UNIVERSITESI,Peyzaj Mimarligi,245.18613
5564,ONDOKUZ MAYIS UNIVERSITESI,Arkeoloji,245.17996
5565,ULUSLARARASI KIBRIS UNIVERSITESI,Bitkisel Uretim ve Teknolojileri,245.17446
5566,FIRAT UNIVERSITESI,Su Urunleri Muhendisligi,245.173
5567,TOKAT GAZIOSMANPASA UNIVERSITESI,Toprak Bilimi ve Bitki Besleme,245.11672
5568,SELCUK UNIVERSITESI,Uluslararasi Ticaret ve Isletmecilik,245.02141
5569,KASTAMONU UNIVERSITESI,"Radyo, Televizyon ve Sinema",245.0022
5570,LEFKE AVRUPA UNIVERSITESI,Yeni Medya ve Iletisim,244.98134
5571,YAKIN DOGU UNIVERSITESI,Isletme,244.919
5572,BARTIN UNIVERSITESI,Isletme,244.88693
5573,KARABUK UNIVERSITESI,Finans ve Bankacilik,244.82882
5574,ANADOLU UNIVERSITESI,Havacilik Yonetimi,244.79464
5575,USAK UNIVERSITESI,Rekreasyon,244.78683
5576,KIBRIS BATI UNIVERSITESI,Havacilik Yonetimi,244.78434
5577,NEVSEHIR HACI BEKTAS VELI UNIVERSITESI,Kamu Yonetimi,244.77619
5578,BINGOL UNIVERSITESI,Tarih,244.74847
5579,MALATYA TURGUT OZAL UNIVERSITESI,Bahce Bitkileri,244.73019
5580,NEVSEHIR HACI BEKTAS VELI UNIVERSITESI,Finans ve Bankacilik,244.72073
5581,RECEP TAYYIP ERDOGAN UNIVERSITESI,Gurcu Dili ve Edebiyati,244.68875
5582,ZONGULDAK BULENT ECEVIT UNIVERSITESI,Iktisat,244.61825
5583,KASTAMONU UNIVERSITESI,Halkla Iliskiler ve Reklamcilik,244.60032
5584,KARABUK UNIVERSITESI,Gazetecilik,244.58444
5585,MUS ALPARSLAN UNIVERSITESI,Kurt Dili ve Edebiyati,244.50792
5586,KAHRAMANMARAS SUTCU IMAM UNIVERSITESI,Isletme,244.48896
5587,ATATURK UNIVERSITESI,Reklamcilik,244.4879
5588,SIVAS CUMHURIYET UNIVERSITESI,Isletme,244.24501
5589,ERCIYES UNIVERSITESI,Felsefe,244.21602
5590,GIRESUN UNIVERSITESI,"Radyo, Televizyon ve Sinema",244.18331
5591,MANISA CELÂL BAYAR UNIVERSITESI,Iktisat,244.15742
5592,USAK UNIVERSITESI,Sehir ve Bolge Planlama,244.05305
5593,SINOP UNIVERSITESI,Rekreasyon Yonetimi,244.04694
5594,CANKIRI KARATEKIN UNIVERSITESI,Fizik,243.97688
5595,CANKIRI KARATEKIN UNIVERSITESI,Tarih,243.87197
5596,KASTAMONU UNIVERSITESI,Isletme,243.87128
5597,YOZGAT BOZOK UNIVERSITESI,Saglik Yonetimi,243.8493
5598,KAHRAMANMARAS SUTCU IMAM UNIVERSITESI,Tekstil ve Moda Tasarimi,243.83153
5599,KARADENIZ TEKNIK UNIVERSITESI,Ekonometri,243.79916
5600,SAKARYA UNIVERSITESI,Islam Iktisadi ve Finans,243.79589
5601,BARTIN UNIVERSITESI,Islami Ilimler,243.72488
5602,ATATURK UNIVERSITESI,"Radyo, Televizyon ve Sinema",243.71793
5603,BARTIN UNIVERSITESI,Bilgi ve Belge Yonetimi,243.69899
5604,SIIRT UNIVERSITESI,Peyzaj Mimarligi,243.69323
5605,MALATYA TURGUT OZAL UNIVERSITESI,"Radyo, Televizyon ve Sinema",243.68501
5606,MANISA CELÂL BAYAR UNIVERSITESI,Maliye,243.63296
5607,AMASYA UNIVERSITESI,Sehir ve Bolge Planlama,243.63007
5608,SIRNAK UNIVERSITESI,Ilahiyat,243.54119
5609,BARTIN UNIVERSITESI,Sanat Tarihi,243.51128
5610,ERCIYES UNIVERSITESI,Turk Halkbilimi,243.49887
5611,MALATYA TURGUT OZAL UNIVERSITESI,Biyosistem Muhendisligi,243.49037
5612,YOZGAT BOZOK UNIVERSITESI,Bahce Bitkileri,243.37891
5613,KAHRAMANMARAS SUTCU IMAM UNIVERSITESI,Uluslararasi Ticaret ve Lojistik,243.26916
5614,NECMETTIN ERBAKAN UNIVERSITESI,Turizm Isletmeciligi,243.17662
5615,MALATYA TURGUT OZAL UNIVERSITESI,Egzersiz ve Spor Bilimleri,243.16993
5616,KARAMANOGLU MEHMETBEY UNIVERSITESI,Arapca Mutercim ve Tercumanlik,243.14868
5617,ORDU UNIVERSITESI,Sanat Tarihi,243.1343
5618,ATATURK UNIVERSITESI,Bilgi ve Belge Yonetimi,243.11487
5619,KUTAHYA DUMLUPINAR UNIVERSITESI,Muhasebe ve Finans Yonetimi,243.06017
5620,TRAKYA UNIVERSITESI,Ekonometri,243.05994
5621,SELCUK UNIVERSITESI,Maliye,242.98856
5622,YOZGAT BOZOK UNIVERSITESI,Tarih,242.90008
5623,KARAMANOGLU MEHMETBEY UNIVERSITESI,Isletme,242.83757
5624,SULEYMAN DEMIREL UNIVERSITESI,Felsefe,242.80222
5625,AKSARAY UNIVERSITESI,Halkla Iliskiler ve Reklamcilik,242.79178
5626,ULUSLARARASI BALKAN UNIVERSITESI,Uluslararasi Ekonomik Iliskiler,242.78221
5627,ANKARA UNIVERSITESI,Elektronik Ticaret ve Yonetimi,242.7243
5628,ADIYAMAN UNIVERSITESI,Isletme,242.70318
5629,HARRAN UNIVERSITESI,Maliye,242.60929
5630,KUTAHYA DUMLUPINAR UNIVERSITESI,Rekreasyon Yonetimi,242.5865
5631,AMASYA UNIVERSITESI,Siyaset Bilimi ve Kamu Yonetimi,242.55948
5632,SIIRT UNIVERSITESI,Tarih,242.51549
5633,BAYBURT UNIVERSITESI,Acil Yardim ve Afet Yonetimi,242.49236
5634,ISPARTA UYGULAMALI BILIMLER UNIVERSITESI,Uluslararasi Ticaret ve Isletmecilik,242.42739
5635,SINOP UNIVERSITESI,Uluslararasi Ticaret ve Isletmecilik,242.35788
5636,ORDU UNIVERSITESI,Iktisat,242.34933
5637,KAHRAMANMARAS ISTIKLAL UNIVERSITESI,Tarih,242.32767
5638,AKSARAY UNIVERSITESI,Gazetecilik,242.30834
5639,PAMUKKALE UNIVERSITESI,Kultur Varliklarini Koruma ve Onarim,242.30215
5640,HITIT UNIVERSITESI,Uluslararasi Iliskiler,242.25426
5641,SULEYMAN DEMIREL UNIVERSITESI,Ekonometri,242.20387
5642,SIVAS CUMHURIYET UNIVERSITESI,Sehir ve Bolge Planlama,242.0812
5643,ATATURK UNIVERSITESI,Tarim Makineleri ve Teknolojileri Muhendisligi,242.02198
5644,TRAKYA UNIVERSITESI,Arkeoloji,242.01964
5645,VAN YUZUNCU YIL UNIVERSITESI,Sanat Tarihi,241.9569
5646,NEVSEHIR HACI BEKTAS VELI UNIVERSITESI,Sosyoloji,241.90043
5647,KAFKAS UNIVERSITESI,Kimya,241.78298
5648,GUMUSHANE UNIVERSITESI,Saglik Yonetimi,241.78175
5649,ISPARTA UYGULAMALI BILIMLER UNIVERSITESI,Rekreasyon Yonetimi,241.73518
5650,NECMETTIN ERBAKAN UNIVERSITESI,Sanat Tarihi,241.71864
5651,ZONGULDAK BULENT ECEVIT UNIVERSITESI,Maliye,241.59144
5652,MUS ALPARSLAN UNIVERSITESI,Saglik Yonetimi,241.52648
5653,NIGDE OMER HALISDEMIR UNIVERSITESI,Sehir ve Bolge Planlama,241.51653
5654,ANADOLU UNIVERSITESI,Uluslararasi Iliskiler,241.4833
5655,BARTIN UNIVERSITESI,Rekreasyon,241.43729
5656,KARADENIZ TEKNIK UNIVERSITESI,Calisma Ekonomisi ve Endustri Iliskileri,241.43183
5657,MARDIN ARTUKLU UNIVERSITESI,Iktisat,241.42114
5658,MUS ALPARSLAN UNIVERSITESI,Gerontoloji,241.32936
5659,BAYBURT UNIVERSITESI,Saglik Yonetimi,241.30745
5660,ISPARTA UYGULAMALI BILIMLER UNIVERSITESI,Turizm Isletmeciligi,241.29928
5661,ATATURK UNIVERSITESI,Gazetecilik,241.29776
5662,KIRKLARELI UNIVERSITESI,Maliye,241.28562
5663,HATAY MUSTAFA KEMAL UNIVERSITESI,Maliye,241.27862
5664,AFYON KOCATEPE UNIVERSITESI,Sanat Tarihi,241.25422
5665,ATATURK UNIVERSITESI,Iktisat,241.24312
5666,BATMAN UNIVERSITESI,Sanat Tarihi,241.18747
5667,GUMUSHANE UNIVERSITESI,Is Sagligi ve Guvenligi,241.10557
5668,USAK UNIVERSITESI,Muhasebe ve Finans Yonetimi,241.08713
5669,KUTAHYA DUMLUPINAR UNIVERSITESI,Iktisat,241.00263
5670,KIRKLARELI UNIVERSITESI,Iktisat,240.88169
5671,ATATURK UNIVERSITESI,Sehir ve Bolge Planlama,240.87423
5672,KIRKLARELI UNIVERSITESI,Rekreasyon Yonetimi,240.86754
5673,HATAY MUSTAFA KEMAL UNIVERSITESI,Uluslararasi Iliskiler,240.78847
5674,RECEP TAYYIP ERDOGAN UNIVERSITESI,Su Urunleri Muhendisligi,240.74852
5675,IGDIR UNIVERSITESI,Turk Dili ve Edebiyati,240.65792
5676,SIIRT UNIVERSITESI,Bahce Bitkileri,240.59908
5677,BINGOL UNIVERSITESI,Peyzaj Mimarligi,240.52869
5678,BINGOL UNIVERSITESI,Bahce Bitkileri,240.51235
5679,USAK UNIVERSITESI,Lojistik Yonetimi,240.4832
5680,DOGU AKDENIZ UNIVERSITESI,Turk Dili ve Edebiyati,240.4641
5681,OSMANIYE KORKUT ATA UNIVERSITESI,Siyaset Bilimi ve Kamu Yonetimi,240.46307
5682,ARTVIN CORUH UNIVERSITESI,Spor Yoneticiligi,240.44985
5683,ARTVIN CORUH UNIVERSITESI,Saglik Yonetimi,240.44676
5684,NIGDE OMER HALISDEMIR UNIVERSITESI,Hayvansal Uretim ve Teknolojileri,240.39014
5685,OSMANIYE KORKUT ATA UNIVERSITESI,Rekreasyon Yonetimi,240.29911
5686,SIVAS CUMHURIYET UNIVERSITESI,Gazetecilik,240.24843
5687,GIRESUN UNIVERSITESI,Uluslararasi Iliskiler,240.2395
5688,KIRSEHIR AHI EVRAN UNIVERSITESI,Tarimsal Biyoteknoloji,240.22372
5689,ADIYAMAN UNIVERSITESI,Arkeoloji,240.19768
5690,ULUSLARARASI KIBRIS UNIVERSITESI,Halkla Iliskiler ve Reklamcilik,240.19378
5691,ONDOKUZ MAYIS UNIVERSITESI,Sigortacilik ve Aktuerya Bilimleri,240.12729
5692,AGRI IBRAHIM CECEN UNIVERSITESI,Tarih,240.12562
5693,CANKIRI KARATEKIN UNIVERSITESI,Sinema ve Televizyon,240.09063
5694,KIRSEHIR AHI EVRAN UNIVERSITESI,Zootekni,240.085
5695,ATATURK UNIVERSITESI,Bahce Bitkileri,240.06272
5696,GIRESUN UNIVERSITESI,Rekreasyon Yonetimi,240.05111
5697,HARRAN UNIVERSITESI,Zootekni,240.03566
5698,DOGU AKDENIZ UNIVERSITESI,Bankacilik ve Sigortacilik,240.03072
5699,SAKARYA UNIVERSITESI,Hukuk,240.0
5700,MANISA CELÂL BAYAR UNIVERSITESI,Tip,240.0
5701,YALOVA UNIVERSITESI,Hukuk,240.0
5702,NECMETTIN ERBAKAN UNIVERSITESI,Tip,240.0
5703,AYDIN ADNAN MENDERES UNIVERSITESI,Tip,240.0
5704,BARTIN UNIVERSITESI,Siyaset Bilimi ve Kamu Yonetimi,239.99566
5705,OSMANIYE KORKUT ATA UNIVERSITESI,Uluslararasi Ticaret ve Lojistik,239.90988
5706,ISKENDERUN TEKNIK UNIVERSITESI,Lojistik Yonetimi,239.90963
5707,VAN YUZUNCU YIL UNIVERSITESI,Zootekni,239.88738
5708,KAFKAS UNIVERSITESI,Sosyal Hizmet,239.86076
5709,AFYON KOCATEPE UNIVERSITESI,Iktisat,239.80668
5710,ANADOLU UNIVERSITESI,Maliye,239.78319
5711,BILECIK SEYH EDEBALI UNIVERSITESI,Siyaset Bilimi ve Kamu Yonetimi,239.73524
5712,USAK UNIVERSITESI,Maliye,239.71768
5713,BURDUR MEHMET AKIF ERSOY UNIVERSITESI,Maliye,239.66982
5714,MUNZUR UNIVERSITESI,Saglik Yonetimi,239.65873
5715,AGRI IBRAHIM CECEN UNIVERSITESI,Halkla Iliskiler ve Reklamcilik,239.64959
5716,SELCUK UNIVERSITESI,Isletme,239.6468
5717,KIRKLARELI UNIVERSITESI,Ilahiyat,239.63665
5718,KAFKAS UNIVERSITESI,Biyoloji,239.54881
5719,NEVSEHIR HACI BEKTAS VELI UNIVERSITESI,Iktisat,239.47374
5720,BITLIS EREN UNIVERSITESI,Tarih,239.45881
5721,ARDAHAN UNIVERSITESI,Turk Dili ve Edebiyati,239.43732
5722,GIRNE AMERIKAN UNIVERSITESI,Ergoterapi,239.2952
5723,ERCIYES UNIVERSITESI,Cerkez Dili ve Kulturu,239.2253
5724,VAN YUZUNCU YIL UNIVERSITESI,Arkeoloji,239.18712
5725,MALATYA TURGUT OZAL UNIVERSITESI,Tarla Bitkileri,239.17767
5726,AKSARAY UNIVERSITESI,Iktisat,239.13415
5727,DUZCE UNIVERSITESI,Arkeoloji,239.11424
5728,FIRAT UNIVERSITESI,Maliye,239.04434
5729,KOC UNIVERSITESI,Hukuk,239.0
5730,AGRI IBRAHIM CECEN UNIVERSITESI,Islami Ilimler,238.98029
5731,AFYON KOCATEPE UNIVERSITESI,Cagdas Turk Lehceleri ve Edebiyatlari,238.96773
5732,OSMANIYE KORKUT ATA UNIVERSITESI,Isletme,238.93024
5733,KAHRAMANMARAS SUTCU IMAM UNIVERSITESI,Arkeoloji,238.92813
5734,SELCUK UNIVERSITESI,Arkeoloji,238.92449
5735,OSMANIYE KORKUT ATA UNIVERSITESI,Arkeoloji,238.91931
5736,MANISA CELÂL BAYAR UNIVERSITESI,Sermaye Piyasasi,238.85749
5737,KARADENIZ TEKNIK UNIVERSITESI,Balikcilik Teknolojisi Muhendisligi,238.80627
5738,TRAKYA UNIVERSITESI,Muhasebe ve Finans Yonetimi,238.75084
5739,GIRNE AMERIKAN UNIVERSITESI,"Radyo, Televizyon ve Sinema",238.70925
5740,RECEP TAYYIP ERDOGAN UNIVERSITESI,Uluslararasi Ticaret ve Lojistik,238.65362
5741,BILECIK SEYH EDEBALI UNIVERSITESI,Iktisat,238.65172
5742,GUMUSHANE UNIVERSITESI,Ilahiyat,238.60936
5743,KUTAHYA DUMLUPINAR UNIVERSITESI,Finans ve Bankacilik,238.46052
5744,AKDENIZ KARPAZ UNIVERSITESI,Havacilik Yonetimi,238.45821
5745,SIIRT UNIVERSITESI,Kimya,238.40294
5746,DOGU AKDENIZ UNIVERSITESI,Aktuerya Bilimleri,238.39396
5747,AFYON KOCATEPE UNIVERSITESI,Lojistik Yonetimi,238.33506
5748,INONU UNIVERSITESI,Maliye,238.25312
5749,KUTAHYA DUMLUPINAR UNIVERSITESI,Arkeoloji,238.24448
5750,BITLIS EREN UNIVERSITESI,Islami Ilimler,238.21118
5751,HITIT UNIVERSITESI,Uluslararasi Ticaret ve Lojistik,238.2077
